model,stage,accuracy,precision,recall,threshold,params_json,meets_accuracy_floor,accuracy_floor,model_path
random_forest,optimized_search,0.793625,0.6134696016771488,0.9300754866905045,0.21,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.79775,0.6198347107438017,0.9237187127532777,0.22,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.8,0.6240194752502028,0.9165673420738975,0.23,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.804875,0.6314631463146315,0.912197059992054,0.24,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.80925,0.6385239027117696,0.9074294795391339,0.25,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.8135,0.6459698091711763,0.901072705601907,0.26,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.816375,0.6513575967648758,0.8959078267779103,0.27,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.819875,0.658235294117647,0.8891537544696066,0.28,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.823625,0.6656680647094069,0.8827969805323799,0.29,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.826,0.6706096451319381,0.8784266984505363,0.3,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.825875,0.6731361675908811,0.8680969408025427,0.31,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.828,0.679798298140561,0.8569725864123957,0.32,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.829875,0.6851377322229341,0.8498212157330155,0.33,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.831625,0.6910516002612671,0.8406833531982519,0.34,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.832875,0.695364238410596,0.834326579261025,0.35,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.833375,0.6997300944669366,0.8239968216130313,0.36,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.836125,0.706648389307745,0.8192292411601112,0.37,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.837375,0.7119944211994421,0.8112832737385777,0.38,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.836875,0.7150461320085166,0.8005562177195074,0.39,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.836875,0.7178289000718907,0.7934048470401271,0.4,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838375,0.7231947483588621,0.7878426698450537,0.41,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838625,0.727037037037037,0.77989670242352,0.42,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.837875,0.7293233082706767,0.7707588398887565,0.43,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838,0.7313376278893521,0.7667858561779897,0.44,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838875,0.7372488408037094,0.7580452920143027,0.45,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838,0.7389432485322897,0.7500993245927692,0.46,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838625,0.7440286624203821,0.7425506555423123,0.47,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838875,0.7487844408427877,0.734207389749702,0.48,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838875,0.7528830313014827,0.7262614223281685,0.49,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.8385,0.7576777450567943,0.7155343663090982,0.5,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838,0.7625806451612903,0.7044100119189511,0.51,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.836875,0.7662565905096661,0.6928883591577275,0.52,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.8365,0.7707120465741155,0.6837504966229638,0.53,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.83625,0.7762013729977116,0.6738180373460468,0.54,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.834125,0.7788191190253045,0.6603098927294399,0.55,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.83275,0.7816531294792164,0.6499801350814461,0.56,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.832125,0.7869012707722385,0.6396503774334525,0.57,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.832125,0.7946787148594378,0.6289233214143822,0.58,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.83175,0.8001025115325474,0.6201827572506953,0.59,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.831875,0.8093980992608236,0.6090584028605482,0.6,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.82975,0.8133478024959305,0.5955502582439413,0.61,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.827625,0.8175223214285714,0.5820421136273342,0.62,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.826375,0.8230240549828178,0.5709177592371871,0.63,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.824625,0.8284198113207547,0.5582042113627335,0.64,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.823625,0.8339371980676329,0.5486690504568932,0.65,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.82125,0.8369497830130193,0.5363528009535161,0.66,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.8195,0.8406349206349206,0.5260230433055224,0.67,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.817125,0.8430989583333334,0.5145013905442988,0.68,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.814,0.8441471571906355,0.5013905442987684,0.69,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.811125,0.8478561549100968,0.4870878029400079,0.7,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.808375,0.8514285714285714,0.4735796583234009,0.71,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.80475,0.8529194382852919,0.4584823202224871,0.72,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.802375,0.8605546995377504,0.44378228049265,0.73,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.798625,0.8629807692307693,0.42789034564958284,0.74,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.795375,0.8697478991596639,0.41120381406436235,0.75,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.791125,0.8704028021015762,0.3949145808502185,0.76,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.787125,0.8733944954128441,0.37822804926499803,0.77,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.7835,0.87776708373436,0.36233611442193087,0.78,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.779875,0.8810483870967742,0.3472387763210171,0.79,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.775875,0.8859275053304904,0.3301549463647199,0.8,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.7705,0.8900343642611683,0.30870083432657924,0.81,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.7885,0.6063966984782048,0.9340484704012714,0.2,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.7925,0.612084750196181,0.929678188319428,0.21,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.798,0.6200373034905409,0.9245133094954311,0.22,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.8015,0.6253034799028865,0.920937624155741,0.23,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.8045,0.6304407336435807,0.9149781485895908,0.24,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.81025,0.6399551695152704,0.9074294795391339,0.25,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.814,0.6465394474508687,0.9018673023440604,0.26,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.817375,0.6531322505800464,0.8947159316646802,0.27,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.82025,0.6587231538687849,0.8895510528406834,0.28,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.821875,0.6628878281622912,0.8827969805323799,0.29,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.824125,0.6680799515445185,0.876440206595153,0.3,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.825375,0.6726263871763255,0.8669050456893127,0.31,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.82875,0.6801759346528432,0.8601509733810091,0.32,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.831125,0.6868589743589744,0.8514104092173223,0.33,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.831125,0.6897786458333334,0.841875248311482,0.34,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.8335,0.6966478592764687,0.8339292808899483,0.35,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.83375,0.6998989558773998,0.8255860150973381,0.36,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.835375,0.7050580997949419,0.8196265395311879,0.37,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.836875,0.7104166666666667,0.8128724672228844,0.38,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.837875,0.7153954802259888,0.8049264998013508,0.39,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.837375,0.7183908045977011,0.7945967421533572,0.4,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.837625,0.7222627737226277,0.7862534763607469,0.41,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.837625,0.7253886010362695,0.77870480731029,0.42,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.838125,0.7295266716754321,0.7715534366309098,0.43,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.838375,0.7326996197718632,0.7655939610647596,0.44,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.839125,0.7369029275808937,0.7600317838696862,0.45,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.838625,0.7402037617554859,0.7504966229638459,0.46,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.83925,0.7453168593064966,0.742947953913389,0.47,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.84025,0.7507082152974505,0.7369884783472388,0.48,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.839875,0.7553719008264462,0.7262614223281685,0.49,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.839125,0.7581863979848866,0.7175208581644815,0.5,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.839375,0.7646048109965635,0.7071911005164879,0.51,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.837625,0.7666374781085814,0.6956694477552642,0.52,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.837375,0.7707034728406055,0.6877234803337307,0.53,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.837625,0.7783363802559415,0.6765991259435836,0.54,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.83525,0.7805334581188582,0.6626936829558999,0.55,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.833625,0.783732057416268,0.6507747318235996,0.56,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.832625,0.78759765625,0.6408422725466826,0.57,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.832875,0.7955911823647295,0.6309098132697656,0.58,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.831875,0.8020618556701031,0.6181962653953119,0.59,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.830375,0.807855626326964,0.6046881207787048,0.6,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.82825,0.8107667210440457,0.5923718712753278,0.61,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.82525,0.8134453781512605,0.5768772348033373,0.62,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.8245,0.8192771084337349,0.567342073897497,0.63,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.8245,0.8279316440777843,0.5582042113627335,0.64,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.823,0.8330308529945554,0.5470798569725864,0.65,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.821625,0.8393524283935243,0.5355582042113627,0.66,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.81975,0.8417037507946599,0.5260230433055224,0.67,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.816625,0.8413524057217165,0.5141040921732221,0.68,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.81425,0.8452779638312123,0.5013905442987684,0.69,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.8105,0.8473282442748091,0.48510131108462456,0.7,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.8075,0.8506819813352476,0.47079856972586415,0.71,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.805625,0.8547197640117994,0.4604688120778705,0.72,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.8025,0.8595548733691482,0.44497417560588004,0.73,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.80025,0.8661354581673307,0.4318633293603496,0.74,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.79475,0.8667225481978206,0.41080651569328563,0.75,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.791875,0.8704347826086957,0.39769566944775525,0.76,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.788375,0.876599634369287,0.38100913786253476,0.77,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.784125,0.8776290630975143,0.36471990464839094,0.78,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.78,0.8827098078867543,0.3468414779499404,0.79,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.774625,0.8830472103004292,0.3269765593961065,0.8,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.771,0.8878822197055493,0.31148192292411603,0.81,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 1, ""n_estimators"": 500}",False,0.8545,
random_forest,optimized_search,0.786125,0.6032274590163934,0.9356376638855781,0.2,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.79125,0.6107768767983259,0.9276916964640445,0.21,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.794875,0.6166755460841769,0.919745729042511,0.22,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.79825,0.6223245732863723,0.9125943583631307,0.23,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.802125,0.6292197011621472,0.9034564958283671,0.24,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.805625,0.6354929577464788,0.8963051251489869,0.25,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.808375,0.6410550458715596,0.8883591577274533,0.26,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.81175,0.6475912408759124,0.8812077870480731,0.27,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.814625,0.6531398104265402,0.8760429082240763,0.28,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.818375,0.660144491270319,0.8712753277711561,0.29,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.822125,0.6669719169719169,0.8680969408025427,0.3,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.825625,0.6737918215613383,0.8641239570917759,0.31,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.827375,0.6786163522012578,0.8573698847834724,0.32,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.828125,0.6827784891165173,0.8474374255065554,0.33,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.82925,0.6866688290626014,0.8410806515693285,0.34,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.831,0.6933289080650514,0.8299562971791815,0.35,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.83225,0.6976118398923646,0.8239968216130313,0.36,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.83275,0.7018144471071551,0.8144616607071911,0.37,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.83525,0.7092495636998255,0.8073102900278109,0.38,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.836125,0.7139815471965933,0.7993643226062773,0.39,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.837875,0.7200577200577201,0.7930075486690504,0.4,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
random_forest,optimized_search,0.838375,0.7233576642335766,0.787445371473977,0.41,"{""class_weight"": null, ""max_depth"": 12, ""min_samples_leaf"": 3, ""n_estimators"": 300}",False,0.8545,
